order_id,customer_id,product_id,sale_date,quantity,unit_price,channel,region,currency,revenue,_row_id,_injected_types
ORD-6766889,CUST-31708,PROD-93442,2026-03-07,4,899.32,ONLINE,EAST,EUR,3597.28,36,
ORD-5179778,CUST-73520,PROD-99068,2026-03-26,1,492.16,STORE,EAST,GBP,492.16,37,
ORD-5401920,CUST-82540,PROD-31808,2026-02-04,1,483.89,MOBILE,NORTH,EUR,483.89,38,
ORD-6778491,CUST-75339,PROD-59001,2025-11-28,1,616.63,ONLINE,NORTH,USD,616.63,39,
ORD-3515061,CUST-26247,PROD-17033,2026-03-12,2,166.96,MOBILE,WEST,EUR,333.92,40,
ORD-3505584,CUST-29470,PROD-92697,2026-03-20,2,897.09,STORE,WEST,EUR,1794.18,41,
ORD-3512227,CUST-30690,PROD-67353,2025-09-10,-9999.0,0.0001,ONLINE,WEST,EUR,-2969.82,42,negative_values|out_of_range
ORD-7992967,CUST-96158,PROD-24205,2026-03-10,5,743.65,ONLINE,WEST,EUR,3718.25,43,
ORD-3830039,CUST-57524,PROD-38679,2024-01-02,2,284.78,STORE,WEST,EUR,569.56,44,
ORD-1739503,CUST-19569,PROD-99613,2025-09-06,3,906.79,ONLINE,NORTH,GBP,2720.37,45,
ORD-4761475,CUST-69356,PROD-51016,2026-02-20,2,143.88,MOBILE,EAST,EUR,287.76,46,
ORD-7547036,CUST-87354,PROD-42625,2024-01-02,null,n/a,ONLINE,SOUTH,EUR,529.46,47,type_mismatch
ORD-4137508,CUST-29570,PROD-75445,2025-08-18,2,107.53,ONLINE,SOUTH,GBP,215.06,48,
ORD-9366524,CUST-44340,PROD-62522,2024-07-26,1,391.71,STORE,NORTH,EUR,391.71,49,
ORD-5187451,,,,9999,0.0001,STORE,EAST,EUR,422.48,50,nulls|out_of_range|revenue_inconsistency
ORD-5081381,CUST-34753,PROD-49754,2025-10-26,9999,0.0001,STORE,NORTH,EUR,436.12,51,out_of_range
ORD-2810461,CUST-17420,PROD-31161,2024-01-30,1,688.3,MOBILE,EAST,EUR,688.3,52,
ORD-4593470,CUST-82540,PROD-67132,2025-04-24,1,433.15,ONLINE,WEST,EUR,433.15,53,
ORD-3232806,CUST-54190,PROD-34027,2025-08-09,2,323.03,ONLINE,SOUTH,USD,646.06,54,
ORD-1146302,CUST-43609,PROD-21441,2025-11-06,1,836.04,ONLINE,NORTH,GBP,836.04,55,
ORD_8939391,cust33622,PROD-59623,2025-09-02,-1.0,90.01,STORE,NORTH,EUR,-90.01,56,format_violation|negative_values
ORD-8887845,CUST-54068,PROD-10563,2025-05-27,1,496.8,ONLINE,SOUTH,GBP,496.8,57,
ORD-5680372,CUST-52360,PROD-88677,2025-06-19,-4.0,123.77,ONLINE,WEST,EUR,-495.08,58,negative_values
ORD-6089359,,,,2,536.98,STORE,EAST,USD,1073.96,59,nulls
ORD-3737230,CUST-46359,PROD-21619,2026-01-15,2,464.83,STORE,NORTH,EUR,929.66,60,
ORD-8321109,CUST-88650,PROD-84444,2026-02-05,-2.0,275.62,STORE,NORTH,EUR,-551.24,61,negative_values
ORD-8611129,CUST-85422,PROD-63117,2025-12-31,2,610.38,STORE,WEST,GBP,1220.76,62,
ORD-5203122,CUST-14685,PROD-45808,2026-01-21,3,661.67,ONLINE,WEST,EUR,1985.01,63,
ORD-6477750,CUST-85127,PROD-25090,2026-04-09,3,142.22,ONLINE,WEST,GBP,426.66,64,
ORD-3280526,CUSTOMER-GHOST1598,PRODUCT-GHOST1598,2025-08-13,-1.0,1130.76,STORE,EAST,USD,-1130.76,65,negative_values|referential_break
ORD-6116225,CUST-50171,PROD-43372,2025-04-11,4,105.0,ONLINE,NORTH,GBP,420.0,66,
ORD-8805086,CUST-70757,PROD-27124,2024-06-17,9999,0.0001,STORE,EAST,EUR,2026.71,67,out_of_range
ORD-8810573,CUSTOMER-GHOST1124,PRODUCT-GHOST1124,2026-12-14,-1.0,372.3,STORE,NORTH,USD,-372.3,68,future_date|negative_values|referential_break
ORD-4825436,CUST-41449,PROD-90090,2025-02-08,1,7.12,ONLINE,NORTH,EUR,7.12,69,
ORD-6723734,CUST-47865,PROD-56431,2025-10-23,1,488.13,ONLINE,SOUTH,EUR,488.13,70,
ORD-3950699,CUST-28884,PROD-35719,2025-12-23,2,405.71,ONLINE,SOUTH,EUR,811.42,71,
ORD-4371237,CUST-16622,PROD-64369,2025-06-10,1,217.75,ONLINE,WEST,EUR,217.75,72,
ORD-9618530,CUST-16946,PROD-61501,2024-10-18,1,714.39,STORE,EAST,USD,714.39,73,duplicates
ORD-6935264,,,,4,341.99,ONLINE,WEST,EUR,1367.96,74,nulls
ORD-9370027,CUST-25454,PROD-29704,2025-12-17,4,758.55,STORE ,WEST  ,USD ,3034.2,75,whitespace_corruption
ORD-8881697,CUST-96037,PROD-20718,2024-12-14,4,81.1,STORE,WEST,EUR,324.4,76,
ORD-3229378,CUST-15794,PROD-88439,2026-04-01,2,313.53,ONLINE,NORTH,EUR,627.06,77,
ORD-9733186,CUST-20175,PROD-43061,2025-01-02,2,774.39,MOBILE,NORTH,EUR,1548.78,78,
ORD-3735348,,,,3,257.23,STORE,SOUTH,EUR,771.69,79,nulls
ORD-5840631,,,,2,528.51,ONLINE,WEST,GBP,1057.02,80,nulls
ORD-3146180,CUST-83110,PROD-23714,2025-08-01,1,569.56,ONLINE,WEST,EUR,569.56,81,
ORD-5714433,CUST-65921,PROD-71553,2024-08-26,1,330.22,ONLINE,WEST,USD,330.22,82,
ORD-2326423,CUST-65921,PROD-35948,2025-10-29,null,null,ONLINE,WEST,EUR,686.42,83,type_mismatch
ORD-6006332,CUST-91560,PROD-93919,2025-07-29,3,371.42,MOBILE,WEST,EUR,1114.26,84,
ORD-4933940,CUST-63744,PROD-39074,2024-02-26,1,510.01,MOBILE,EAST,GBP,510.01,85,
ORD-6656816,CUST-11852,PROD-98506,2026-02-07,1,469.02,MOBILE,EAST,USD,108.75,86,revenue_inconsistency
ORD-2954736,CUST-99543,PROD-48093,2025-08-23,4,115.69,STORE,WEST,GBP,462.76,87,
ORD-4027515,CUST-65797,PROD-61072,2025-02-19,8,1065.04,STORE,NORTH,GBP,8520.32,88,
ORD-2514104,CUST-56316,PROD-28609,2025-03-17,2,178.55,ONLINE,WEST,USD,357.1,89,
ORD-7539075,CUST-56357,PROD-56347,2025-06-27,2,371.13,ONLINE,NORTH,EUR,742.26,90,
ORD-3450450,CUST-90139,PROD-92697,2026-02-03,6,999.89,ONLINE,WEST,USD,5999.34,91,
ORD-5397880,CUST-89288,PROD-48391,2025-12-10,2,216.7,ONLINE,EAST,EUR,433.4,92,
ORD-4407669,CUST-71267,PROD-75515,2026-03-19,1,771.73,ONLINE,SOUTH,EUR,771.73,93,
ORD-9547440,CUST-99198,PROD-97097,2025-04-13,3,326.65,MOBILE,SOUTH,EUR,979.95,94,
ORD_6092716,cust19464,PROD-36083,2026-03-09,6,615.89,MOBILE,SOUTH,EUR,3695.34,95,format_violation
ORD-9632781,CUSTOMER-GHOST0298,PRODUCT-GHOST0298,2026-04-07,5,507.03,STORE,EAST,USD,2535.15,96,referential_break
ORD-5595910,CUST-95434,PROD-49722,2026-01-22,1,582.35,STORE,WEST,EUR,582.35,97,
ORD-8772848,CUST-13085,PROD-61367,2025-10-24,2,426.85,ONLINE,EAST,USD,853.7,98,
ORD-7697778,CUST-36570,PROD-22123,2026-02-08,1,725.72,STORE,NORTH,USD,725.72,99,
ORD-9713634,CUST-89020,PROD-24125,2025-06-08,1,369.95,ONLINE,WEST,GBP,369.95,100,
ORD-1037797,CUST-27337,PROD-41500,2026-01-02,--,???,ONLINE,SOUTH,EUR,1965.87,101,type_mismatch
ORD-4689922,CUST-41128,PROD-80540,2025-11-01,7,863.55,ONLINE,NORTH,USD,6044.85,102,
ORD-7502995,CUST-19082,PROD-23767,2025-04-10,1,329.32,ONLINE,WEST,USD,329.32,103,
ORD-5253413,CUST-24246,PROD-37836,2025-11-29,4,672.57,STORE  ,EAST  ,  EUR,2690.28,104,whitespace_corruption
ORD-1475461,CUST-96269,PROD-66756,2025-09-29,2,847.09,STORE,SOUTH,EUR,1694.18,105,
ORD-8786360,CUST-40203,PROD-31161,2026-01-07,5,676.97,STORE,EAST,EUR,3384.85,106,
ORD-6675389,CUST-74865,PROD-83764,2025-10-06,4,110.25,STORE,NORTH,EUR,161.27,107,revenue_inconsistency
ORD-1546174,CUST-13163,PROD-29904,2026-02-18,2,818.97,ONLINE , WEST ,GBP  ,1637.94,108,whitespace_corruption
ORD-1689773,CUST-97024,PROD-28511,2026-03-07,2,346.09,ONLINE,EAST,GBP,692.18,109,
ORD-8287684,,,,2,665.99,STORE,EAST,EUR,1331.98,110,nulls
ORD-5607654,CUST-13501,PROD-27124,2025-05-31,1,762.94,ONLINE,SOUTH,USD,762.94,111,
ORD-8334278,CUST-53112,PROD-75969,2025-05-21,3,365.39,ONLINE,SOUTH,EUR,1096.17,112,
ORD-9029965,CUST-33854,PROD-78858,2025-12-27,1,628.76,ONLINE,SOUTH,EUR,628.76,113,
ORD-9059323,CUST-99543,PROD-67132,2025-12-13,???,N/A,ONLINE,WEST,EUR,380.73,114,type_mismatch
ORD-9816635,CUST-21492,PROD-85986,2025-05-05,2,306.36,STORE,SOUTH,EUR,612.72,115,
ORD-5649116,CUST-66152,PROD-41321,2025-02-18,2,104.36,ONLINE,EAST,EUR,208.72,116,
ORD_3634118,CUST_98044,PROD-84471,2026-03-20,2,1248.77,ONLINE,SOUTH,EUR,2497.54,117,format_violation
ORD-9578396,CUST-39677,PROD-25919,2027-04-03,-3.0,520.83,STORE,EAST,EUR,-1562.49,118,future_date|negative_values
ORD-5354045,CUST-78878,PROD-45808,2026-01-28,2,608.39,ONLINE,EAST,USD,537.0,119,revenue_inconsistency
ORD-9731027,CUST-23782,PROD-89231,2025-06-21,1,204.35,ONLINE,SOUTH,EUR,204.35,120,
ORD-2828451,CUST-98744,PROD-83388,2024-04-18,9999,0.0001,ONLINE,EAST,USD,23.32,121,out_of_range
ORD_1080612,CUST_43660,PROD-90352,2025-02-10,2,75.65,MOBILE,EAST,EUR,151.3,122,format_violation
ORD_3910527,CUST_70063,PROD-48093,2025-05-10,1,119.76,STORE,WEST,EUR,119.76,123,format_violation
ORD-1355754,CUST-71958,PROD-26194,2026-03-21,5,710.63,ONLINE,SOUTH,EUR,3553.15,124,
ORD-3617643,CUSTOMER-GHOST0334,PRODUCT-GHOST0334,2026-01-12,9999,0.0001, MOBILE ,  WEST,GBP ,269.02,125,out_of_range|referential_break|whitespace_corruption
ORD-6833921,CUST-61422,PROD-17053,2024-04-27,1,255.45,ONLINE,SOUTH,EUR,255.45,126,
ORD-5787885,CUST-49654,PROD-98518,2026-03-26,4,20.66,MOBILE,NORTH,GBP,82.64,127,
ORD-5926965,CUST-60852,PROD-42625,2024-12-30,1,590.36,ONLINE,NORTH,EUR,590.36,128,
ORD-9118664,CUST-77826,PROD-32012,2026-02-17,-3.0,523.29,ONLINE,SOUTH,EUR,-1569.87,129,negative_values
ORD-1147451,CUST-67817,PROD-64731,2025-09-26,1,329.39,STORE,WEST,EUR,329.39,130,
ORD-5033835,CUST-32124,PROD-67834,2026-03-30,3,489.62,MOBILE,SOUTH,EUR,1468.86,131,
ORD-6502469,CUST-48943,PROD-87881,2024-11-17,-4.0,440.1,ONLINE,SOUTH,EUR,-1760.4,132,negative_values
ORD-3538197,CUST-62047,PROD-52765,2025-12-29,3,512.44,ONLINE,SOUTH,USD,1537.32,133,
ORD-3786050,CUST-53233,PROD-16061,2024-09-03,5,94.11,ONLINE,WEST,EUR,470.55,134,
ORD-5022791,CUST-54397,PROD-17879,2025-07-21,4,127.85,ONLINE,SOUTH,EUR,511.4,135,
ORD-5613236,CUST-57140,PROD-15450,2024-01-02,2,1088.07,STORE,NORTH,GBP,2176.14,136,
ORD-3865987,CUST-69806,PROD-26155,2024-12-17,1,754.39,MOBILE,NORTH,EUR,754.39,137,
ORD-5523242,CUST-25929,PROD-25968,2026-04-07,1,395.22,ONLINE,EAST,EUR,395.22,138,
ORD-5126096,CUST-31696,PROD-45551,2025-10-31,2,661.8,MOBILE,SOUTH,USD,1323.6,139,
ORD-5397516,CUST-81175,PROD-48093,2025-03-30,9999,0.0001,STORE,EAST,GBP,248.76,140,out_of_range
ORD-4458834,CUST-91284,PROD-49476,2027-03-07,-1.0,92.05,STORE,WEST,EUR,-92.05,141,future_date|negative_values
ORD-3732578,CUST-68706,PROD-41668,2026-09-03,3,33.16,STORE,NORTH,EUR,99.48,142,future_date
ORD-5825149,CUST-38215,PROD-16258,2025-10-21,1,25.78,MOBILE,SOUTH,EUR,25.78,143,
ORD-6802892,CUST-42702,PROD-23460,2025-05-05,2,177.42,ONLINE,SOUTH,EUR,354.84,144,duplicates
ORD-2380308,CUST-89427,PROD-12191,2026-02-03,3,180.53,STORE,NORTH,EUR,541.59,145,
ORD-6903307,CUST-87115,PROD-79120,2025-03-08,1,296.05,STORE,EAST,EUR,296.05,146,
ORD-6550738,CUST-38847,PROD-95900,2025-11-08,1,943.16,STORE,NORTH,USD,943.16,147,
ORD-7199141,,,,1,226.89,MOBILE,WEST,EUR,226.89,148,nulls
ORD-9183140,CUST-60229,PROD-89187,2025-03-08,3,682.74,STORE,WEST,EUR,2048.22,149,
ORD-5241252,CUST-50171,PROD-64369,2024-01-02,2,183.49,ONLINE,NORTH,EUR,366.98,150,
ORD-2688595,CUST-14177,PROD-31911,2026-01-02,1,969.79,STORE,EAST,EUR,969.79,151,
ORD-3569639,CUST-83870,PROD-89714,2026-03-23,4,795.8,ONLINE,NORTH,GBP,3183.2,152,duplicates
ORD-6511628,CUST-79871,PROD-77224,2026-01-19,1,349.53,ONLINE ,EAST  , EUR ,349.53,153,whitespace_corruption
ORD-3669718,CUST-20528,PROD-89231,2026-02-20,1,182.0,ONLINE,EAST,EUR,182.0,154,
ORD-6620217,CUSTOMER-GHOST0711,PRODUCT-GHOST0711,2024-09-04,1,458.32,ONLINE,SOUTH,EUR,458.32,155,duplicates|referential_break
ord8823594,nan,,2027-03-22,1,531.39,STORE,WEST,USD,531.39,156,format_violation|future_date|nulls
ORD-9637214,CUST-32768,PROD-64936,2027-01-29,--,N/A,STORE,SOUTH,USD,2001.72,157,future_date|type_mismatch
ORD-2752443,CUST-80904,PROD-17053,2024-05-27,3,307.73,STORE,EAST,EUR,299.63,158,revenue_inconsistency
ORD-9709203,CUST-82181,PROD-65242,2025-04-15,1,815.4,MOBILE,NORTH,GBP,815.4,159,
ORD_5222824,cust28295,PROD-96523,2024-01-16,1,554.21,ONLINE,SOUTH,EUR,554.21,160,format_violation
ORD-1463183,CUST-25929,PROD-79120,2026-01-05,4,281.45,STORE,SOUTH,USD,1125.8,161,
ORD-7113097,CUST-81188,PROD-21261,2025-07-02,2,439.61,STORE,WEST,EUR,879.22,162,
ORD-5751940,CUST-79017,PROD-63779,2025-09-05,-2.0,72.72,MOBILE,NORTH,EUR,-145.44,163,negative_values
ORD-5941395,CUST-73413,PROD-37011,2025-11-19,-1.0,274.75,MOBILE,SOUTH,EUR,-274.75,164,negative_values
ORD-8337372,CUST-17345,PROD-34969,2026-03-02,1,448.57,STORE,WEST,EUR,448.57,165,
ORD-2150499,CUST-64675,PROD-16258,2025-08-29,1,25.86,STORE,SOUTH,EUR,25.86,166,
ORD-2471691,CUST-32008,PROD-45499,2026-01-30,1,248.51,ONLINE,NORTH,GBP,248.51,167,
ORD-5737775,CUST-42225,PROD-77224,2025-03-11,2,373.8,STORE,EAST,EUR,747.6,168,
ORD-1747312,CUST-83666,PROD-65939,2024-01-02,2,660.84,MOBILE,SOUTH,EUR,1321.68,169,
ORD-2817190,CUST-76993,PROD-97802,2025-04-14,2,30.29,ONLINE,NORTH,EUR,60.58,170,
ORD-9178328,CUST-19964,PROD-86104,2026-03-30,2,194.23,STORE,NORTH,GBP,388.46,171,
ORD-9762630,CUST-56148,PROD-41500,2025-11-23,2,621.04,ONLINE,NORTH,EUR,1242.08,172,
ORD-8014418,CUST-25347,PROD-84855,2025-12-24,2,750.92,STORE,NORTH,EUR,1501.84,173,
ORD-7679353,CUST-19519,PROD-15850,2025-06-10,4,447.93,ONLINE,WEST,GBP,1791.72,174,
ORD-4334166,CUST-45306,PROD-17879,2024-05-26,1,118.36,STORE,EAST,EUR,118.36,175,
ORD-4419994,CUST-90480,PROD-22123,2024-01-02,2,705.01,STORE,WEST,GBP,1410.02,176,
ORD-4645838,CUST-69097,PROD-67353,2025-06-16,2,1147.0,MOBILE,EAST,EUR,2294.0,177,
ORD-3312248,CUST-44145,PROD-18816,2025-11-05,1,451.87,STORE,EAST,EUR,451.87,178,
ORD-7958456,CUST-68289,PROD-67052,2025-09-17,1,790.17,STORE,NORTH,EUR,790.17,179,
ORD_2316108,cust77948,PROD-46303,2025-12-08,2,456.12,STORE,SOUTH,USD,912.24,180,format_violation
ORD-6718307,CUSTOMER-GHOST0973,PRODUCT-GHOST0973,2025-12-26,2,784.63,ONLINE,NORTH,EUR,482.24,181,referential_break|revenue_inconsistency
ORD-5152034,CUST-64105,PROD-96523,2025-11-27,2,558.18,MOBILE,SOUTH,EUR,1116.36,182,
ORD-1486192,CUST-69356,PROD-21554,2026-03-31,9999,0.0001,ONLINE,SOUTH,EUR,330.39,183,out_of_range
ORD-9564996,CUST-66139,PROD-77255,2026-10-04,9999,0.0001,ONLINE,SOUTH,GBP,607.15,184,future_date|out_of_range
ORD-1579782,CUST-55029,PROD-60871,2024-05-23,1,162.88,ONLINE  , SOUTH ,EUR ,162.88,185,whitespace_corruption
ORD-8400427,CUST-95246,PROD-33851,2024-01-02,4,641.41,STORE,SOUTH,USD,2565.64,186,
ORD-1039528,CUST-16622,PROD-67353,2025-10-31,1,1133.25,ONLINE,SOUTH,EUR,1133.25,187,
ord4871427,cust29570,PROD-31215,2027-04-11,2,925.18,ONLINE,NORTH,EUR,1850.36,188,format_violation|future_date
ORD-2634322,CUST-74610,PROD-28401,2025-12-31,-3.0,391.55,ONLINE,EAST,EUR,-1174.65,189,negative_values
ORD-6853690,CUST-67777,PROD-21774,2025-08-20,3,18.82,STORE,WEST,EUR,56.46,190,
ORD-9284275,CUST-33147,PROD-69671,2025-10-04,2,531.63,STORE,SOUTH,EUR,1063.26,191,
ORD-9637004,CUST-45780,PROD-61072,2026-02-11,-1.0,984.75,STORE,NORTH,GBP,-984.75,192,negative_values
ORD-1410891,,,,4,882.13,ONLINE,EAST,EUR,3528.52,193,nulls
ORD-4024859,CUST-96572,PROD-58197,2025-04-08,1,675.73,STORE,NORTH,EUR,276.78,194,revenue_inconsistency
ORD-3344858,CUST-54210,PROD-74912,2026-02-06,4,257.29,MOBILE,EAST,EUR,1029.16,195,
ORD-6892252,CUST-28217,PROD-16061,2026-01-21,2,110.9,  STORE, EAST ,  GBP,221.8,196,whitespace_corruption
ORD-1051158,CUST-90684,PROD-58182,2026-09-05,1,386.91,STORE,EAST,GBP,386.91,197,future_date
ORD-7864726,CUST-56316,PROD-89418,2024-09-30,2,546.09,STORE,WEST,USD,1092.18,198,
ORD_6617385,CUST_35434,PROD-15450,2025-10-30,-1.0,1092.27,MOBILE,NORTH,GBP,-1092.27,199,format_violation|negative_values
ORD-4633937,CUST-36570,PROD-33900,2026-02-25,1,494.9,MOBILE,NORTH,USD,494.9,200,
ORD-5079513,CUST-73262,PROD-46797,2026-02-25,9999,0.0001,ONLINE,EAST,EUR,315.65,201,out_of_range
ORD_7440264,CUST_71279,PROD-78189,2025-11-10,1,385.62,STORE,WEST,EUR,385.62,202,format_violation
ORD_9385024,cust48779,PROD-99613,2024-01-02,9999,0.0001,MOBILE,WEST,EUR,1043.61,203,format_violation|out_of_range
ORD-5791990,CUST-42871,PROD-61411,2027-04-06,2,481.0,ONLINE,NORTH,GBP,962.0,204,future_date
ORD-6590368,CUST-46547,PROD-15574,2025-06-25,1,335.23,ONLINE,SOUTH,GBP,335.23,205,
ORD-3734376,CUST-22042,PROD-49476,2025-04-21,-2.0,98.63,ONLINE , EAST ,  EUR,-197.26,206,negative_values|whitespace_corruption
ORD-2103076,CUST-58617,PROD-41321,2025-10-19,-4.0,107.89, STORE ,  SOUTH,EUR  ,-431.56,207,negative_values|whitespace_corruption
ORD-5566334,CUST-72837,PROD-44997,2024-12-23,2,162.27,STORE,NORTH,EUR,324.54,208,
ORD-9501024,CUST-90869,PROD-39074,2026-03-07,7,489.0,MOBILE,NORTH,EUR,3423.0,209,
ORD-2781366,CUST-46349,PROD-79527,2024-06-12,1,355.1,MOBILE  ,EAST ,USD ,355.1,210,whitespace_corruption
ORD-4096208,CUST-78688,PROD-28411,2026-01-01,9999,0.0001,MOBILE,WEST,USD,732.16,211,out_of_range
ORD-5152717,CUSTOMER-GHOST2413,PRODUCT-GHOST2413,2024-11-26,2,521.49,STORE,EAST,EUR,415.68,212,duplicates|referential_break|revenue_inconsistency
ORD-2306669,CUST-76318,PROD-92835,2025-05-03,3,828.1,ONLINE,SOUTH,GBP,2484.3,213,
ORD-3574160,CUST-71414,PROD-81728,2025-11-29,5,21.95,STORE,NORTH,EUR,109.75,214,
ORD-3107557,,,,3,77.99,ONLINE,SOUTH,EUR,233.97,215,nulls
ORD-1900795,CUST-21628,PROD-16960,2025-08-04,1,994.15,STORE,SOUTH,EUR,994.15,216,
ORD-3353761,CUST-92726,PROD-24405,2025-09-05,3,196.82,STORE,NORTH,USD,590.46,217,
ORD-2037607,CUST-71230,PROD-67104,2026-06-12,2,181.75,ONLINE,EAST,USD,363.5,218,future_date
ORD-9574529,,,,1,418.28,STORE,SOUTH,EUR,418.28,219,nulls
ORD-6997761,CUST-59338,PROD-90369,2026-01-30,1,215.59,MOBILE,SOUTH,EUR,215.59,220,
ORD-5031685,CUSTOMER-GHOST0613,PRODUCT-GHOST0613,2024-02-03,-1.0,1066.2,STORE,WEST,EUR,-1066.2,221,negative_values|referential_break
ORD-5152298,CUST-55742,PROD-86104,2025-10-10,N/A,???,ONLINE,EAST,GBP,501.09,222,type_mismatch
ORD-3855554,CUST-65548,PROD-99688,2026-02-24,-9999.0,0.0001,STORE,EAST,GBP,-175.65,223,negative_values|out_of_range
ORD-7172965,CUST-49098,PROD-90317,2026-02-26,1,72.82,ONLINE,SOUTH,EUR,72.82,224,
ORD-2929181,CUST-23974,PROD-42625,2025-12-17,1,576.61,MOBILE,SOUTH,GBP,576.61,225,
ORD-8239558,CUST-64387,PROD-64936,2026-04-08,9999,0.0001,STORE,EAST,EUR,1956.54,226,out_of_range
ORD-6779629,CUST-29095,PROD-99068,2025-09-24,2,485.79,MOBILE,EAST,EUR,971.58,227,
ORD-9366799,CUST-41705,PROD-88872,2026-04-07,1,166.97,STORE,SOUTH,EUR,166.97,228,
ORD-4456751,CUSTOMER-GHOST0678,PRODUCT-GHOST0678,,4,629.95,ONLINE,SOUTH,GBP,2519.8,229,nulls|referential_break
ORD-9589233,CUST-51987,PROD-48093,2025-11-08,3,113.5,STORE,WEST,EUR,340.5,230,duplicates
ORD-9217471,CUST-87924,PROD-43061,2025-11-15,3,701.01,ONLINE,NORTH,EUR,2103.03,231,
ORD-4728067,CUST-89140,PROD-43254,2024-09-26,1,681.57,ONLINE,EAST,GBP,681.57,232,duplicates
